,power_output,NYC_demand,Pdifference,PV2G,Pdifference_left,Power_missing,Charging,Discharging,Critical,Driving,Missing_noscale,Blocked_high,Blocked_low,P_Blocked_high,P_Blocked_low,P_driving,Total,P_balance_without,P_balance_with_missing
2013-01-10 14:45:00,8919.444024,6369.823,2549.621024,-2545.0,-16325.378976,0,0,816500,377500,3102,0,0,253,0.0,0.00939123979213066,0,1363848.2086071656,2.0214905000007093,2.0214905000007093
2013-01-10 15:00:00,8919.2664905,6372.245,2547.0214905000007,-2540.0,-23352.9785095,0,0,1168000,518000,3138,0,0,528,0.0,0.019599109131403118,0,1951569.992266048,89.11435700000084,89.11435700000084
2013-01-10 15:15:00,8919.088957,6289.9746,2629.114357000001,-2620.0,-23420.885642999998,0,0,1171500,521000,4041,0,0,1423,0.0,0.05282108389012621,0,2123111.8457813375,-160.01616224999998,-160.01616224999998
2013-01-10 15:30:00,8919.10883775,6459.125,2459.98383775,-2450.0,-25490.01616225,0,0,1275000,559000,3519,0,0,2237,0.0,0.08303637713437267,0,2332324.395770393,59.37871849999965,59.37871849999965
2013-01-10 15:45:00,8919.1287185,6409.75,2509.3787184999996,-2505.0,-22915.6212815,0,0,1146000,508500,3553,0,0,2789,0.0,0.10352635486265775,0,2163910.5738421204,12.980099250000421,12.980099250000421
2013-01-10 16:00:00,8919.14859925,6401.1685,2517.9800992500004,-2515.0,-26857.019900749998,0,0,1343000,587500,2957,0,0,2756,0.0,0.10230141054194507,0,2450071.6069157207,-74.10492000000022,-74.10492000000022
2013-01-10 16:15:00,8919.16848,6478.2734,2440.89508,-2435.0,-26134.10492,0,0,1307000,571500,3421,0,0,2853,0.0,0.10590200445434299,0,2448794.6385367266,-1.909651999998914,-1.909651999998914
2013-01-10 16:30:00,8918.111348,6485.021,2433.090348000001,-2425.0,-25641.909652,0,0,1282500,561500,3237,0,0,2982,0.0,0.11069042316258351,0,2397440.277978862,-49.43208399999912,-49.43208399999912
2013-01-10 16:45:00,8917.054216,6541.4863,2375.567916000001,-2370.0,-26974.432084,0,0,1349000,587000,3065,0,0,3100,0.0,0.11507052709725316,0,2510509.747292419,-65.26591600000074,-65.26591600000074
2013-01-10 17:00:00,8915.997083999999,6611.263000000001,2304.7340839999993,-2295.0,-34370.265916000004,0,0,1719000,733500,3165,0,0,3180,0.0,0.11804008908685969,0,3208077.2032046616,-32.507348000001,-32.507348000001
2013-01-10 17:15:00,8914.939951999999,6652.4473,2262.492651999999,-2255.0,-34812.507348,0,0,1741000,741500,3738,0,0,3837,0.0,0.14242761692650335,0,3453578.621223857,17.522295500000837,17.522295500000837
2013-01-10 17:30:00,8911.0935955,6638.5713,2272.522295500001,-2265.0,-41102.4777045,0,0,2055500,867500,3530,0,0,4574,0.0,0.16978470675575352,0,4180591.420683797,-93.47006099999999,-93.47006099999999
2013-01-10 17:45:00,8907.247239,6735.7173,2171.529939,-2170.0,-38178.470061,0,0,1909000,807000,3730,0,0,5618,0.0,0.2085374907201188,0,4159222.3738062754,-21.2131174999995,-21.2131174999995
2013-01-10 18:00:00,8903.4008825,6754.6140000000005,2148.7868825000005,-2145.0,-40376.213117499996,0,0,2019000,850500,3296,0,0,6158,0.0,0.2285820341499629,0,4420927.027336155,-10.336073999999826,-10.336073999999826
2013-01-10 18:15:00,8899.554526,6764.8906,2134.663926,-2125.0,-40990.336074,0,0,2050000,862500,3400,0,0,6460,0.0,0.23979213066072755,0,4593837.822014052,43.19433475000096,43.19433475000096
2013-01-10 18:30:00,8893.807634750001,6725.6133,2168.194334750001,-2160.0,-34731.80566525,0,0,1737000,738000,3255,0,0,6984,0.0,0.2592427616926503,0,3992365.7266031974,59.91134349999993,59.91134349999993
2013-01-10 18:45:00,8888.0607435,6668.1494,2219.9113435,-2210.0,-28830.0886565,0,0,1442000,621000,2776,0,0,7036,0.0,0.2611729769858946,0,3244816.6744511914,53.08145224999953,53.08145224999953
2013-01-10 19:00:00,8882.31385225,6619.2324,2263.0814522499995,-2255.0,-25961.91854775,0,0,1298500,564500,2355,0,0,6556,0.0,0.24335560504825537,0,2783804.9808641635,30.65436099999897,30.65436099999897
2013-01-10 19:15:00,8876.566960999999,6590.9126,2285.654360999999,-2285.0,-20639.345639,0,0,1032000,458500,2265,0,0,6086,0.0,0.225909428359317,0,2160098.4453171236,32.9873167500009,32.9873167500009
2013-01-10 19:30:00,8869.709016750001,6551.7217,2317.987316750001,-2310.0,-16982.01268325,0,0,849500,386000,1888,0,0,5716,0.0,0.21217520415738678,0,1721367.9147703764,32.5756724999992,32.5756724999992
2013-01-10 19:45:00,8862.8510725,6520.2754,2342.575672499999,-2340.0,-14507.4243275,0,0,725500,337000,1670,0,0,5416,0.0,0.20103934669636228,0,1441711.997582351,14.888628249997964,14.888628249997964
2013-01-10 20:00:00,8855.993128249998,6501.1045,2354.888628249998,-2350.0,-13845.111371750001,0,0,692500,324000,1486,0,0,5119,0.0,0.19001484780994804,0,1346668.7976395378,45.4984840000011,45.4984840000011
2013-01-10 20:15:00,8849.135184,6453.6367,2395.498484000001,-2395.0,-10229.501515999998,0,0,511500,252500,1437,0,0,4874,0.0,0.18092056421677802,0,997729.4100538078,63.40869875000044,63.40869875000044
2013-01-10 20:30:00,8837.69869875,6379.29,2458.4086987500004,-2450.0,-11791.591301249999,0,0,590000,285000,1183,0,0,4637,0.0,0.17212323682256866,0,1116122.1590909092,15.771213500000158,15.771213500000158
2013-01-10 20:45:00,8826.2622135,6360.491,2465.7712135,-2460.0,-6234.2287865,0,0,312000,174000,1393,0,0,4487,0.0,0.16655530809205643,0,621692.3076923077,27.301328249999187,27.301328249999187
2013-01-10 21:00:00,8814.82572825,6327.5244,2487.301328249999,-2480.0,-7862.69867175,0,0,393500,207000,898,0,0,4309,0.0,0.1599480326651819,0,744373.5333364009,74.54924300000084,74.54924300000084
2013-01-10 21:15:00,8803.389243000001,6248.84,2554.549243000001,-2550.0,-6945.450756999999,0,0,347500,190000,1107,0,0,4167,0.0,0.15467706013363028,0,668339.7950706175,38.518111750001026,38.518111750001026
2013-01-10 21:30:00,8791.66611175,6203.148,2588.518111750001,-2580.0,-7561.4818882499985,0,0,378500,203000,962,0,0,4011,0.0,0.14888641425389754,0,713142.8961624254,80.72798050000165,80.72798050000165
2013-01-10 21:45:00,8779.942980500002,6119.215,2660.7279805000016,-2660.0,-6939.272019499998,0,0,347000,192000,1111,0,0,3869,0.0,0.14361544172234594,0,661232.2404371585,37.071449249999205,37.071449249999205
2013-01-10 22:00:00,8768.21984925,6071.1484,2697.071449249999,-2690.0,-5952.928550750001,0,0,298000,173000,1003,0,0,3738,0.0,0.13875278396436524,0,571590.6121897382,30.979718000000503,30.979718000000503
2013-01-10 22:15:00,8756.496718,6035.517,2720.9797180000005,-2720.0,-3279.0202819999995,0,0,164000,120000,962,0,0,3638,0.0,0.1350408314773571,0,342478.06624888093,104.29317650000075,104.29317650000075
2013-01-10 22:30:00,8742.8581765,5918.565,2824.2931765000008,-2815.0,-2000.7068234999992,0,0,100500,96500,685,0,0,3571,0.0,0.1325538233110616,0,233961.3824722271,63.80463499999951,63.80463499999951
2013-01-10 22:45:00,8729.219635,5850.415,2878.8046349999995,-2875.0,-1146.1953650000005,0,0,57500,80500,606,0,0,3500,0.0,0.12991833704528583,0,162815.10028904266,87.12409349999871,87.12409349999871
2013-01-10 23:00:00,8715.581093499999,5753.456999999999,2962.1240934999987,-2960.0,-2387.8759065000013,0,0,119500,107000,474,0,0,3422,0.0,0.12702301410541944,0,264793.87259156397,23.304551999998694,23.304551999998694
2013-01-10 23:15:00,8701.942551999999,5718.638000000001,2983.3045519999987,-2975.0,-1291.6954480000013,0,0,65000,85500,601,0,0,3360,0.0,0.12472160356347439,0,176442.40393402672,126.9230209999987,126.9230209999987
2013-01-10 23:30:00,8688.725720999999,5586.8027,3101.9230209999987,-3095.0,-273.0769790000013,0,0,14000,67500,466,0,0,3307,0.0,0.12275426874536007,0,94773.16873138517,89.61239000000114,89.61239000000114
2013-01-10 23:45:00,8675.508890000001,5490.8965,3184.612390000001,-3180.0,-2115.387609999999,0,0,106000,106000,485,0,0,3233,0.0,0.12000742390497401,0,245942.6405994316,55.40435900000102,55.40435900000102
2013-01-11 00:00:00,8662.292059000001,5426.8877,3235.404359000001,-3225.0,3235.404359000001,0,64500,0,0,604,0,0,0,0.0,0.0,0,65979.26792223573,57.85992800000031,57.85992800000031
2013-01-11 00:15:00,8649.075228,5366.2153,3282.8599280000003,-3275.0,3282.8599280000003,0,65500,0,0,0,0,0,0,0.0,0.0,0,65500.0,56.71097775000135,56.71097775000135
2013-01-11 00:30:00,8640.84627775,5309.1353,3331.7109777500013,-3325.0,3331.7109777500013,0,66500,0,0,0,0,0,0,0.0,0.0,0,66500.0,70.81232749999981,70.81232749999981
2013-01-11 00:45:00,8632.6173275,5236.805,3395.8123275,-3375.0,3395.8123275,0,67500,0,0,0,0,0,0,0.0,0.0,0,67500.0,58.44407724999883,58.44407724999883
2013-01-11 01:00:00,8624.38837725,5190.9443,3433.444077249999,-3425.0,2958.444077249999,0,59000,0,9500,0,0,0,0,0.0,0.0,0,68500.0,38.92402699999866,38.92402699999866
2013-01-11 01:15:00,8616.159426999999,5152.2354,3463.9240269999987,-3450.0,2713.9240269999987,0,54000,0,15000,68,0,0,0,0.0,0.0,0,69174.60553736231,51.60308524999982,51.60308524999982
2013-01-11 01:30:00,8612.28768525,5110.6846,3501.60308525,-3500.0,2651.60308525,0,53000,0,17000,106,0,0,0,0.0,0.0,0,70276.5148691958,15.942343500000334,15.942343500000334
2013-01-11 01:45:00,8608.4159435,5092.4736,3515.9423435000003,-3500.0,2665.9423435000003,0,53000,0,17000,111,0,0,0,0.0,0.0,0,70289.61198702895,79.2776017500014,79.2776017500014
2013-01-11 02:00:00,8604.54420175,5025.2666,3579.2776017500014,-3575.0,3179.2776017500014,0,63500,0,8000,104,0,0,0,0.0,0.0,0,71777.0904754807,11.74746000000141,11.74746000000141
2013-01-11 02:15:00,8600.672460000002,5013.925,3586.7474600000014,-3575.0,3236.7474600000014,0,64500,0,7000,57,0,0,0,0.0,0.0,0,71651.60138377413,38.55450000000019,38.55450000000019
2013-01-11 02:30:00,8600.0838,4986.5293,3613.5545,-3600.0,2988.5545,0,59500,0,12500,56,0,0,0,0.0,0.0,0,72149.97768189257,39.412640000001375,39.412640000001375
2013-01-11 02:45:00,8599.49514,4960.0825,3639.4126400000014,-3625.0,3264.4126400000014,0,65000,0,7500,79,0,0,0,0.0,0.0,0,72713.22735564574,2.0177799999987656,2.0177799999987656
2013-01-11 03:00:00,8598.90648,4971.8887,3627.0177799999988,-3625.0,3427.0177799999988,0,68500,0,4000,40,0,0,0,0.0,0.0,0,72607.80669144982,1.8193200000014258,1.8193200000014258
2013-01-11 03:15:00,8598.31782,4971.4985,3626.8193200000014,-3625.0,3376.8193200000014,0,67500,0,5000,25,0,0,0,0.0,0.0,0,72567.34163106074,2.2680909999990035,2.2680909999990035
2013-01-11 03:30:00,8595.060091,4967.792,3627.268090999999,-3625.0,3202.268090999999,0,64000,0,8500,34,0,0,0,0.0,0.0,0,72591.6152531034,3.9297620000011193,3.9297620000011193
2013-01-11 03:45:00,8591.802362,4962.8726,3628.929762000001,-3625.0,3278.929762000001,0,65500,0,7000,61,0,0,0,0.0,0.0,0,72664.53365080546,32.72433299999875,32.72433299999875
2013-01-11 04:00:00,8588.544633,4930.8203,3657.7243329999988,-3650.0,2757.7243329999988,0,55000,0,18000,50,0,0,0,0.0,0.0,0,73135.73819263667,-9.928396000001158,-9.928396000001158
2013-01-11 04:15:00,8585.286903999999,4945.2153,3640.071603999999,-3625.0,3165.071603999999,0,63000,0,9500,125,0,0,0,0.0,0.0,0,72837.96382621667,-37.29727250000133,-37.29727250000133
2013-01-11 04:30:00,8585.295727499999,4997.593,3587.7027274999987,-3575.0,2162.7027274999987,0,43000,0,28500,80,0,0,0,0.0,0.0,0,71712.95606850335,11.588550999998915,11.588550999998915
2013-01-11 04:45:00,8585.304551000001,4998.715999999999,3586.588550999999,-3575.0,2386.588550999999,0,47500,0,24000,215,0,0,0,0.0,0.0,0,72075.21047708139,-26.860625499998605,-26.860625499998605
2013-01-11 05:00:00,8585.313374500001,5037.174,3548.1393745000014,-3525.0,1623.1393745000014,0,32000,0,38500,202,0,0,0,0.0,0.0,0,71032.6127608647,12.565898000001198,12.565898000001198
2013-01-11 05:15:00,8585.322198000002,5047.7563,3537.565898000001,-3525.0,687.5658980000012,0,13500,0,57000,259,0,0,0,0.0,0.0,0,71184.36340466999,-106.25650374999987,-106.25650374999987
2013-01-11 05:30:00,8574.36449625,5155.621,3418.74349625,-3410.0,-631.2565037499999,0,0,32000,81000,489,0,0,610,0.0,0.022642910170749816,0,117805.81246855772,-43.69180549999919,-43.69180549999919
2013-01-11 05:45:00,8563.406794499999,5197.0986,3366.308194500001,-3360.0,-383.6918054999992,0,0,19500,75000,702,0,0,601,0.0,0.022308834446919078,0,99302.96056480869,-88.97030724999877,-88.97030724999877
2013-01-11 06:00:00,8552.449092750001,5281.4194,3271.0296927500012,-3270.0,-2378.9703072499988,0,0,119000,113000,620,0,0,581,0.0,0.021566443949517445,0,242825.2845875908,-100.54720899999893,-100.54720899999893
2013-01-11 06:15:00,8541.491391000001,5372.0386,3169.452791000001,-3160.0,-3030.547208999999,0,0,152000,124000,1055,0,0,553,0.0,0.02052709725315516,0,293519.6589294173,-123.36958325000114,-123.36958325000114
2013-01-11 06:30:00,8527.41161675,5490.7812,3036.630416749999,-3035.0,-6038.369583250002,0,0,302000,181500,964,0,0,524,0.0,0.01945063103192279,0,511766.85525695427,-147.617857499999,-147.617857499999
2013-01-11 06:45:00,8513.331842500002,5625.9497,2887.382142500001,-2885.0,-7437.617857499999,0,0,372000,206500,1594,0,0,482,0.0,0.01789161098737936,0,626801.3996138996,-89.71763174999978,-89.71763174999978
2013-01-11 07:00:00,8499.25206825,5703.9697,2795.28236825,-2795.0,-11829.71763175,0,0,591500,292500,1759,0,0,445,0.0,0.01651818856718634,0,962765.2005174644,-157.1197060000004,-157.1197060000004
2013-01-11 07:15:00,8485.172294,5847.2919999999995,2637.8802939999996,-2635.0,-12937.119706000001,0,0,647000,311500,2694,0,0,401,0.0,0.014884929472902746,0,1082910.0440343888,-146.4514912499999,-146.4514912499999
2013-01-11 07:30:00,8485.18810875,5996.6396,2488.54850875,-2480.0,-16261.45149125,0,0,813500,375000,2973,0,0,351,0.0,0.013028953229398664,0,1355783.7906504066,-103.84247650000088,-103.84247650000088
2013-01-11 07:45:00,8485.2039235,6109.0464,2376.157523499999,-2370.0,-15473.842476500002,0,0,774000,357000,3475,0,0,306,0.0,0.01135857461024499,0,1315650.0712465998,-67.6879617500017,-67.6879617500017
2013-01-11 08:00:00,8485.219738249998,6182.9077,2302.3120382499983,-2295.0,-16072.687961750002,0,0,804000,367500,3519,0,0,262,0.0,0.009725315515961395,0,1362762.2090763848,-87.5204470000017,-87.5204470000017
2013-01-11 08:15:00,8485.235552999999,6277.755999999999,2207.4795529999983,-2205.0,-13917.520447000003,0,0,696000,322500,3776,0,0,228,0.0,0.008463251670378619,0,1196302.319497733,-84.02778900000067,-84.02778900000067
2013-01-11 08:30:00,8477.440211,6356.468000000001,2120.9722109999993,-2115.0,-12604.027789,0,0,630500,294500,3337,0,0,200,0.0,0.007423904974016332,0,1064799.38469427,-85.20573099999979,-85.20573099999979
2013-01-11 08:45:00,8469.644869,6439.8506,2029.7942690000002,-2020.0,-9720.205731,0,0,486500,235000,3269,0,0,188,0.0,0.006978470675575352,0,827714.0910445855,-24.24447299999929,-24.24447299999929
2013-01-11 09:00:00,8461.849527,6466.094,1995.7555270000007,-1995.0,-8729.244472999999,0,0,436500,214500,2811,0,0,165,0.0,0.006124721603563474,0,731845.2679018528,-70.40981499999907,-70.40981499999907
2013-01-11 09:15:00,8454.054184999999,6529.464,1924.590185000001,-1915.0,-7900.409814999999,0,0,395500,196500,2406,0,0,157,0.0,0.005827765404602821,0,654242.9339131148,-96.95636725000008,-96.95636725000008
2013-01-11 09:30:00,8419.71663275,6601.673000000001,1818.04363275,-1815.0,-7406.95636725,0,0,370500,184500,2117,0,0,148,0.0,0.005493689680772086,0,605945.2887537994,-39.8426194999995,-39.8426194999995
2013-01-11 09:45:00,8385.3790805,6610.2217,1775.1573805000005,-1775.0,-6549.842619499999,0,0,327500,166500,2010,0,0,141,0.0,0.005233853006681515,0,536865.5452015006,-48.64497174999997,-48.64497174999997
2013-01-11 10:00:00,8351.04152825,6624.6865,1726.35502825,-1725.0,-8398.64497175,0,0,420000,202500,1928,0,0,125,0.0,0.0046399406087602076,0,673851.8101820226,-55.973023999998986,-55.973023999998986
2013-01-11 10:15:00,8316.703976,6647.677,1669.026976000001,-1660.0,-5680.973023999999,0,0,284500,147000,2317,0,0,120,0.0,0.004454342984409799,0,474415.78582214424,-59.00623925000059,-59.00623925000059
2013-01-11 10:30:00,8265.81606075,6664.8223,1600.9937607499994,-1600.0,-6449.00623925,0,0,322500,161000,1801,0,0,114,0.0,0.004231625835189309,0,520499.10089910094,-56.10015449999992,-56.10015449999992
2013-01-11 10:45:00,8214.9281455,6671.0283,1543.8998455,-1540.0,-5706.1001545,0,0,285500,145000,1830,0,0,108,0.0,0.004008908685968819,0,463869.69042476604,-44.18636975000072,-44.18636975000072
2013-01-11 11:00:00,8164.04023025,6668.2266,1495.8136302499993,-1490.0,-7354.186369750001,0,0,368000,177000,1623,0,0,101,0.0,0.003749072011878248,0,582261.2626903553,-89.45998499999928,-89.45998499999928
2013-01-11 11:15:00,8113.152315,6712.6123,1400.5400150000007,-1400.0,-5799.4599849999995,0,0,290000,144000,2069,0,0,95,0.0,0.003526354862657758,0,471906.68388763315,-37.0878974999996,-37.0878974999996
2013-01-11 11:30:00,8086.2344025,6723.3223,1362.9121025000004,-1355.0,-7412.0878975,0,0,371000,175500,1796,0,0,91,0.0,0.003377876763177431,0,587662.5553825889,-38.308509999999615,-38.308509999999615
2013-01-11 11:45:00,8059.31649,6742.625,1316.6914900000004,-1315.0,-7308.30851,0,0,365500,172500,1997,0,0,85,0.0,0.0031551596139569415,0,583060.584117789,-14.862122499998804,-14.862122499998804
2013-01-11 12:00:00,8032.398577500001,6732.2607,1300.1378775000012,-1295.0,-9224.862122499999,0,0,461500,210500,1912,0,0,84,0.0,0.0031180400890868597,0,725772.9313662604,-32.472335000000385,-32.472335000000385
2013-01-11 12:15:00,8005.480665000001,6742.953,1262.5276649999996,-1255.0,-7012.472335,0,0,351000,165500,2252,0,0,81,0.0,0.0030066815144766147,0,565469.5818263096,6.77799424999921,6.77799424999921
2013-01-11 12:30:00,8017.031994249999,6755.254,1261.7779942499992,-1255.0,-5913.222005750001,0,0,296000,143500,1966,0,0,76,0.0,0.0028210838901262065,0,475545.4253353683,33.75332349999985,33.75332349999985
2013-01-11 12:45:00,8028.5833235,6739.83,1288.7533234999999,-1280.0,-6561.2466765,0,0,328500,157000,1946,0,0,73,0.0,0.0027097253155159615,0,524833.2731431323,30.202052749999893,30.202052749999893
2013-01-11 13:00:00,8040.13465275,6729.9326,1310.20205275,-1305.0,-7214.79794725,0,0,361000,170500,1723,0,0,67,0.0,0.0024870081662954715,0,569328.4294234592,-2.261317999999619,-2.261317999999619
2013-01-11 13:15:00,8051.685981999999,6748.9473,1302.7386820000004,-1295.0,-7722.261318,0,0,386500,180500,1960,0,0,61,0.0,0.0022642910170749815,0,612985.2722821942,7.429997999999614,7.429997999999614
2013-01-11 13:30:00,8049.9236980000005,6747.4937,1302.4299979999996,-1295.0,-7422.570002,0,0,371500,174500,1951,0,0,55,0.0,0.0020415738678544915,0,589927.0072992701,13.900714000000562,13.900714000000562
2013-01-11 13:45:00,8048.161414,6739.2607,1308.9007140000006,-1305.0,-8466.099285999999,0,0,423500,195500,2115,0,0,53,0.0,0.0019673348181143283,0,673173.7445502987,-6.820870000000468,-6.820870000000468
2013-01-11 14:00:00,8046.39913,6748.22,1298.1791299999995,-1295.0,-11076.82087,0,0,554000,247500,2111,0,0,56,0.0,0.0020786933927245733,0,871610.6244701893,16.476846000000478,16.476846000000478
2013-01-11 14:15:00,8044.636845999999,6733.16,1311.4768460000005,-1305.0,-10313.523153999999,0,0,516000,232500,2669,0,0,54,0.0,0.0020044543429844097,0,832662.592393773,-30.575921000000562,-30.575921000000562
2013-01-11 14:30:00,8022.934079000001,6748.51,1274.4240789999994,-1270.0,-13375.575921,0,0,669000,293000,2517,0,0,55,0.0,0.0020415738678544915,0,1063537.426132633,-6.652687999999898,-6.652687999999898
2013-01-11 14:45:00,8001.231312000001,6737.884,1263.347312,-1260.0,-16886.652688,0,0,844500,363000,3037,0,0,60,0.0,0.0022271714922048997,0,1364343.8325714045,-34.28495500000008,-34.28495500000008
2013-01-11 15:00:00,7979.528545,6753.8135,1225.715045,-1225.0,-24099.284955,0,0,1205000,506500,3143,0,0,274,0.0,0.010170749814402375,0,1960116.0566254305,-23.742621999999756,-23.742621999999756
2013-01-11 15:15:00,7957.825778,6756.5684,1201.2573780000002,-1200.0,-23248.742621999998,0,0,1162500,489000,4181,0,0,1369,0.0,0.0508166295471418,0,2080009.8176718093,-13.145336250000355,-13.145336250000355
2013-01-11 15:30:00,7962.6100637499985,6775.7554,1186.8546637499996,-1180.0,-28313.14533625,0,0,1416000,590000,3532,0,0,2233,0.0,0.08288789903489235,0,2552143.5655253837,18.398349500000222,18.398349500000222
2013-01-11 15:45:00,7967.3943495,6768.996,1198.3983495000002,-1190.0,-23451.6016505,0,0,1173000,493000,3585,0,0,3075,0.0,0.11414253897550111,0,2213118.343195266,-17.392664749999312,-17.392664749999312
2013-01-11 16:00:00,7972.17863525,6799.5713,1172.6073352500007,-1165.0,-30402.392664749997,0,0,1520500,631500,2825,0,0,3185,0.0,0.1182256867112101,0,2769941.71046345,-5.826078999999481,-5.826078999999481
2013-01-11 16:15:00,7976.962920999999,6817.789000000001,1159.1739210000005,-1150.0,-29540.826079,0,0,1477500,614000,3458,0,0,3540,0.0,0.13140311804008908,0,2825444.288436466,-44.935048499999766,-44.935048499999766
2013-01-11 16:30:00,7953.8422515,6848.7773,1105.0649515000002,-1105.0,-31269.9350485,0,0,1563500,647500,3169,0,0,3840,0.0,0.14253897550111358,0,2988527.4195976118,-56.50201799999991,-56.50201799999991
2013-01-11 16:45:00,7930.721581999999,6882.2236,1048.497982,-1040.0,-32801.502018,0,0,1640500,677000,3135,0,0,4261,0.0,0.15816629547141797,0,3194507.2656569793,-82.94608749999975,-82.94608749999975
2013-01-11 17:00:00,7907.6009125,6950.547,957.0539125000003,-955.0,-42017.9460875,0,0,2101000,859500,3167,0,0,4561,0.0,0.16930215293244247,0,4151356.9643972516,-81.70335700000032,-81.70335700000032
2013-01-11 17:15:00,7884.480243000001,7011.1836,873.2966429999997,-870.0,-43976.703357,0,0,2199000,897000,3747,0,0,5519,0.0,0.2048626577579807,0,4719149.0324770855,-155.87634700000035,-155.87634700000035
2013-01-11 17:30:00,7811.802653,7097.679,714.1236529999996,-710.0,-47485.876347,0,0,2374500,964000,3577,0,0,6702,0.0,0.24877505567928732,0,5398186.7835063925,-97.04993699999977,-97.04993699999977
2013-01-11 17:45:00,7739.1250629999995,7126.175,612.9500630000002,-610.0,-47487.049937,0,0,2374500,962000,3655,0,0,7781,0.0,0.2888270230141054,0,5797556.114551083,-73.45852699999989,-73.45852699999989
2013-01-11 18:00:00,7666.447473,7129.906,536.5414730000001,-530.0,-48263.458527,0,0,2413500,976000,3293,0,0,8550,0.0,0.31737193763919824,0,6048428.826919256,-69.27211700000038,-69.27211700000038
2013-01-11 18:15:00,7593.769883,7133.0419999999995,460.7278829999996,-455.0,-48564.272117,0,0,2428500,980500,3286,0,0,9077,0.0,0.33693392724573124,0,6300230.500102902,-69.25082374999971,-69.25082374999971
2013-01-11 18:30:00,7470.030376250002,7084.2812,385.7491762500003,-385.0,-44489.25082375,0,0,2224500,897500,3209,0,0,9658,0.0,0.3585003711952487,0,5976457.045406097,-55.57143050000013,-55.57143050000013
2013-01-11 18:45:00,7346.2908695,7016.8623,329.42856949999987,-325.0,-35045.5714305,0,0,1752500,707500,2876,0,0,10216,0.0,0.3792130660727543,0,4785701.906412478,-83.86563725000087,-83.86563725000087
2013-01-11 19:00:00,7222.55136275,6981.4169999999995,241.13436274999913,-240.0,-34108.86563725,0,0,1705500,687000,2315,0,0,9925,0.0,0.36841128433556053,0,4384622.448979591,-117.52214400000048,-117.52214400000048
2013-01-11 19:15:00,7098.811855999998,6976.334,122.47785599999952,-120.0,-26577.522144000002,0,0,1329000,534000,2307,0,0,9705,0.0,0.3602449888641425,0,3362086.0128617357,-82.36827150000136,-82.36827150000136
2013-01-11 19:30:00,6970.704728499999,6933.073,37.631728499998644,-30.0,-22412.368271500003,0,0,1121000,449000,1857,0,0,9408,0.0,0.3492204899777283,0,2698296.650717704,-83.19839900000079,-83.19839900000079
2013-01-11 19:45:00,6842.597600999999,6895.795999999999,-53.19839900000079,55.0,-19678.198399,0,0,984000,392500,1613,0,0,8947,0.0,0.33210838901262063,0,2263913.9194139196,-81.28492650000044,-81.28492650000044
2013-01-11 20:00:00,6714.4904735,6850.7754,-136.28492650000044,140.0,-18086.2849265,0,0,904500,359000,1513,0,0,8630,0.0,0.32034149962880476,0,2026474.37042329,-75.54385400000047,-75.54385400000047
2013-01-11 20:15:00,6586.3833460000005,6801.9272,-215.54385400000047,225.0,-16490.543854,0,0,825000,325500,1396,0,0,8547,0.0,0.317260579064588,0,1823525.9163381772,-59.92192550000067,-59.92192550000067
2013-01-11 20:30:00,6458.926674499999,6743.8486,-284.92192550000067,290.0,-17784.9219255,0,0,889500,350000,1249,0,0,8419,0.0,0.3125092798812175,0,1933309.9814729039,-63.48849699999937,-63.48849699999937
2013-01-11 20:45:00,6331.470003,6684.9585,-353.48849699999937,355.0,-12678.488496999998,0,0,634000,246500,1326,0,0,8730,0.0,0.32405345211581293,0,1404920.0426439233,-119.43196849999998,-119.43196849999998
2013-01-11 21:00:00,6204.013331499999,6678.4453,-474.4319685,475.0,-14599.4319685,0,0,730000,282500,930,0,0,8605,0.0,0.3194135115070527,0,1567178.9715598966,-21.979339999999866,-21.979339999999866
2013-01-11 21:15:00,6076.55666,6573.536,-496.97933999999987,500.0,-13846.97934,0,0,692500,267000,1075,0,0,8604,0.0,0.31937639198218265,0,1497533.7465963734,-97.51386925000043,-97.51386925000043
2013-01-11 21:30:00,5913.70973075,6511.2236,-597.5138692500004,605.0,-15772.51386925,0,0,789000,303500,973,0,0,8648,0.0,0.32100965107646623,0,1699402.390438247,-50.09419850000006,-50.09419850000006
2013-01-11 21:45:00,5750.8628015,6405.956999999999,-655.0941985000001,660.0,-14305.0941985,0,0,715500,273000,1104,0,0,8978,0.0,0.3332590942835932,0,1579676.7113536599,-143.20772775000034,-143.20772775000034
2013-01-11 22:00:00,5588.01587225,6391.2236,-803.2077277500003,805.0,-14328.207727750001,0,0,716500,270500,980,0,0,9166,0.0,0.3402375649591685,0,1583290.4608788851,-41.44205700000032,-41.44205700000032
2013-01-11 22:15:00,5425.168943,6271.611,-846.4420570000003,855.0,-9871.442057,0,0,494000,180500,953,0,0,9426,0.0,0.3498886414253898,0,1097218.163154399,-58.70347975000004,-58.70347975000004
2013-01-11 22:30:00,5255.33052025,6169.034000000001,-913.70347975,915.0,-9688.70347975,0,0,484500,175500,670,0,0,9244,0.0,0.3431328878990349,0,1044308.704334547,-99.37490249999973,-99.37490249999973
2013-01-11 22:45:00,5085.4920975,6099.866999999999,-1014.3749024999997,1020.0,-7064.3749025,0,0,353500,121000,624,0,0,9125,0.0,0.3387156644394952,0,743588.5056134023,-68.8403252499993,-68.8403252499993
