index t,Blocked charging ,Blocked discharging ,Nb,PV2G,P_difference,P_difference_left,Size,TotalParticipation needed,alpha ,critical ,driving ,free cars,parked 
2013-01-01,542.0,0.0,2152.0,-1614.0,1652.6634271999994,1652.6634271999994,2694.0,32822.0,15.0,0.0,0.0,0.0,2694.0
2013-01-01 00:15:00,1098.0,0.0,31724.0,-1586.2,1655.60908125,1655.60908125,32822.0,32822.0,1.0,0.0,0.0,0.0,32822.0
2013-01-01 00:30:00,1644.0,0.0,31178.0,-1558.9,1661.5992153,1661.5992153,32822.0,32822.0,1.0,0.0,0.0,0.0,32822.0
2013-01-01 00:45:00,5808.0,0.0,27014.0,-1350.7,1675.73018935,1675.73018935,32822.0,32822.0,1.0,0.0,0.0,0.0,32822.0
2013-01-01 01:00:00,23888.0,0.0,8842.0,-1326.3,1668.4231434,1668.4231434,32822.0,50506.0,3.0,0.0,92.0,0.0,32730.0
2013-01-01 01:15:00,32695.0,0.0,17669.0,-883.45,1687.7278394000002,1687.7278394000002,50506.0,50506.0,1.0,0.0,142.0,0.0,50364.0
2013-01-01 01:30:00,32645.0,0.0,17640.0,-882.0,1698.3899754,1698.3899754,50506.0,50506.0,1.0,0.0,221.0,0.0,50285.0
2013-01-01 01:45:00,34831.0,0.0,15449.0,-1544.9,1696.9303314000006,1696.9303314000006,50506.0,65955.0,2.0,0.0,226.0,0.0,50280.0
2013-01-01 02:00:00,45196.0,0.0,20615.0,-1030.75,1702.1012474000006,1702.1012474000006,65955.0,65955.0,1.0,0.0,144.0,0.0,65811.0
2013-01-01 02:15:00,50336.0,0.0,15505.0,-1550.5,1685.5168243500007,1685.5168243500007,65955.0,81460.0,2.0,0.0,114.0,0.0,65841.0
2013-01-01 02:30:00,52100.0,0.0,29139.0,-1456.95,1674.6574613000007,1674.6574613000007,81460.0,81460.0,1.0,0.0,221.0,0.0,81239.0
2013-01-01 02:45:00,61381.0,0.0,19991.0,-999.55,1663.3788982500002,1663.3788982500002,81460.0,81460.0,1.0,0.0,88.0,0.0,81372.0
2013-01-01 03:00:00,67737.0,0.0,13646.0,-1364.6,1650.3554752000007,1650.3554752000007,81460.0,95106.0,2.0,0.0,77.0,0.0,81383.0
2013-01-01 03:15:00,76890.0,0.0,18104.0,-905.2,1668.82206115,1668.82206115,95106.0,95106.0,1.0,0.0,112.0,0.0,94994.0
2013-01-01 03:30:00,81226.0,0.0,13646.0,-1364.6,1687.4197471,1687.4197471,95106.0,108752.0,2.0,0.0,234.0,0.0,94872.0
2013-01-01 03:45:00,82981.0,0.0,25629.0,-1281.45,1707.19287305,1707.19287305,108752.0,108752.0,1.0,0.0,142.0,0.0,108610.0
2013-01-01 04:00:00,90751.0,0.0,17657.0,-882.85,1725.0629990000002,1725.0629990000002,108752.0,108752.0,1.0,0.0,344.0,0.0,108408.0
2013-01-01 04:15:00,96368.0,0.0,12075.0,-1207.5,1727.0535850000006,1727.0535850000006,108752.0,120827.0,2.0,0.0,309.0,0.0,108443.0
2013-01-01 04:30:00,104111.0,0.0,15997.0,-1599.7,1717.493791,1717.493791,120827.0,136824.0,2.0,0.0,719.0,0.0,120108.0
