index t,Blocked charging ,Blocked discharging ,Nb,PV2G,P_difference,P_difference_left,Size,TotalParticipation needed,alpha ,critical ,driving ,free cars,parked 
2013-01-01,533.0,0.0,2161.0,-756.35,826.3317135999997,826.3317135999997,2694.0,15660.0,7.0,0.0,0.0,0.0,2694.0
2013-01-01 00:00:00,546.0,0.0,2148.0,-751.8,826.3317135999997,826.3317135999997,2694.0,15582.0,7.0,0.0,0.0,0.0,2694.0
2013-01-01 00:15:00,1040.0,0.0,14620.0,-731.0,827.804540625,827.804540625,15660.0,15660.0,1.0,0.0,0.0,0.0,15660.0
2013-01-01 00:15:00,1081.0,0.0,14501.0,-725.05,827.804540625,827.804540625,15582.0,15582.0,1.0,0.0,0.0,0.0,15582.0
2013-01-01 00:30:00,1569.0,0.0,14091.0,-704.55,830.79960765,830.79960765,15660.0,15660.0,1.0,0.0,0.0,0.0,15660.0
2013-01-01 00:30:00,1606.0,0.0,13976.0,-698.8,830.79960765,830.79960765,15582.0,15582.0,1.0,0.0,0.0,0.0,15582.0
2013-01-01 00:45:00,3631.0,0.0,12029.0,-601.45,837.865094675,837.865094675,15660.0,15660.0,1.0,0.0,0.0,0.0,15660.0
2013-01-01 00:45:00,3685.0,0.0,11897.0,-594.85,837.865094675,837.865094675,15582.0,15582.0,1.0,0.0,0.0,0.0,15582.0
2013-01-01 01:00:00,11545.0,0.0,4059.0,-811.8,834.2115717,834.2115717,15660.0,27837.0,4.0,0.0,56.0,0.0,15604.0
2013-01-01 01:00:00,11624.0,0.0,3902.0,-780.4,834.2115717,834.2115717,15582.0,27288.0,4.0,0.0,56.0,0.0,15526.0
2013-01-01 01:15:00,15510.0,0.0,11681.0,-584.05,843.8639197000001,843.8639197000001,27288.0,27288.0,1.0,0.0,97.0,0.0,27191.0
2013-01-01 01:15:00,15593.0,0.0,12165.0,-608.25,843.8639197000001,843.8639197000001,27837.0,27837.0,1.0,0.0,79.0,0.0,27758.0
2013-01-01 01:30:00,15495.0,0.0,11683.0,-584.15,849.1949877000003,849.1949877000003,27288.0,27288.0,1.0,0.0,110.0,0.0,27178.0
2013-01-01 01:30:00,15584.0,0.0,12164.0,-608.2,849.1949877000003,849.1949877000003,27837.0,27837.0,1.0,0.0,89.0,0.0,27748.0
2013-01-01 01:45:00,16885.0,0.0,10315.0,-515.75,848.4651657000003,848.4651657000003,27288.0,27288.0,1.0,0.0,88.0,0.0,27200.0
2013-01-01 01:45:00,17072.0,0.0,10671.0,-533.55,848.4651657000003,848.4651657000003,27837.0,27837.0,1.0,0.0,94.0,0.0,27743.0
2013-01-01 02:00:00,24201.0,0.0,3588.0,-717.6,851.0506237000003,851.0506237000003,27837.0,38601.0,4.0,0.0,48.0,0.0,27789.0
2013-01-01 02:00:00,23878.0,0.0,3347.0,-836.75,851.0506237000003,851.0506237000003,27288.0,40676.0,5.0,0.0,63.0,0.0,27225.0
2013-01-01 02:15:00,27756.0,0.0,10813.0,-540.65,842.7584121750003,842.7584121750003,38601.0,38601.0,1.0,0.0,32.0,0.0,38569.0
2013-01-01 02:15:00,27201.0,0.0,13429.0,-671.45,842.7584121750003,842.7584121750003,40676.0,40676.0,1.0,0.0,46.0,0.0,40630.0
2013-01-01 02:30:00,27760.0,0.0,10770.0,-538.5,837.3287306500004,837.3287306500004,38601.0,38601.0,1.0,0.0,71.0,0.0,38530.0
2013-01-01 02:30:00,27195.0,0.0,13401.0,-670.05,837.3287306500004,837.3287306500004,40676.0,40676.0,1.0,0.0,80.0,0.0,40596.0
2013-01-01 02:45:00,29114.0,0.0,9462.0,-473.1,831.6894491250001,831.6894491250001,38601.0,38601.0,1.0,0.0,25.0,0.0,38576.0
2013-01-01 02:45:00,28845.0,0.0,11790.0,-589.5,831.6894491250001,831.6894491250001,40676.0,40676.0,1.0,0.0,41.0,0.0,40635.0
2013-01-01 03:00:00,35551.0,0.0,3011.0,-752.75,825.1777376000003,825.1777376000003,38601.0,50645.0,5.0,0.0,39.0,0.0,38562.0
2013-01-01 03:00:00,36778.0,0.0,3848.0,-769.6,825.1777376000003,825.1777376000003,40676.0,52220.0,4.0,0.0,50.0,0.0,40626.0
2013-01-01 03:15:00,38552.0,0.0,12053.0,-602.65,834.411030575,834.411030575,50645.0,50645.0,1.0,0.0,40.0,0.0,50605.0
2013-01-01 03:15:00,40600.0,0.0,11546.0,-577.3,834.411030575,834.411030575,52220.0,52220.0,1.0,0.0,74.0,0.0,52146.0
2013-01-01 03:30:00,38508.0,0.0,12027.0,-601.35,843.70987355,843.70987355,50645.0,50645.0,1.0,0.0,110.0,0.0,50535.0
2013-01-01 03:30:00,40591.0,0.0,11544.0,-577.2,843.70987355,843.70987355,52220.0,52220.0,1.0,0.0,85.0,0.0,52135.0
2013-01-01 03:45:00,39938.0,0.0,10581.0,-529.05,853.596436525,853.596436525,50645.0,50645.0,1.0,0.0,126.0,0.0,50519.0
2013-01-01 03:45:00,41999.0,0.0,10149.0,-507.45,853.596436525,853.596436525,52220.0,52220.0,1.0,0.0,72.0,0.0,52148.0
2013-01-01 04:00:00,46972.0,0.0,3456.0,-691.2,862.5314995000001,862.5314995000001,50645.0,61013.0,4.0,0.0,217.0,0.0,50428.0
2013-01-01 04:00:00,48709.0,0.0,3302.0,-825.5,862.5314995000001,862.5314995000001,52220.0,65428.0,5.0,0.0,209.0,0.0,52011.0
2013-01-01 04:15:00,50423.0,0.0,10400.0,-520.0,863.5267925000003,863.5267925000003,61013.0,61013.0,1.0,0.0,190.0,0.0,60823.0
2013-01-01 04:15:00,52069.0,0.0,13230.0,-661.5,863.5267925000003,863.5267925000003,65428.0,65428.0,1.0,0.0,129.0,0.0,65299.0
2013-01-01 04:30:00,50321.0,0.0,10376.0,-518.8,858.7468955,858.7468955,61013.0,61013.0,1.0,0.0,316.0,0.0,60697.0
2013-01-01 04:30:00,51892.0,0.0,13173.0,-658.65,858.7468955,858.7468955,65428.0,65428.0,1.0,0.0,363.0,0.0,65065.0
2013-01-01 04:45:00,51647.0,0.0,9036.0,-451.8,857.9414385,857.9414385,61013.0,61013.0,1.0,0.0,330.0,0.0,60683.0
2013-01-01 04:45:00,53407.0,0.0,11652.0,-582.6,857.9414385,857.9414385,65428.0,65428.0,1.0,0.0,369.0,0.0,65059.0
2013-01-01 05:00:00,57437.0,0.0,3036.0,-759.0,858.4885914999999,858.4885914999999,61013.0,73157.0,5.0,0.0,540.0,0.0,60473.0
