index t,Blocked charging ,Blocked discharging ,Nb,PV2G,P_difference,P_difference_left,Size,TotalParticipation needed,alpha ,critical ,driving ,free cars,parked 
2013-08-01,545.0,291.0,2383.0,6195.8,-6196.908464,-6196.908464,2694.0,124207.0,52.0,0.0,0.0,20.0,2694.0
2013-08-01 00:00:00,524.0,244.0,2430.0,6196.5,-6196.908464,-6196.908464,2694.0,124174.0,51.0,0.0,0.0,20.0,2694.0
2013-08-01 00:15:00,54189.0,796.0,122061.0,6103.05,-6103.00482175,-6103.00482175,124227.0,122857.0,1.0,0.0,0.0,1370.0,124227.0
2013-08-01 00:15:00,54468.0,792.0,122061.0,6103.05,-6103.00482175,-6103.00482175,124194.0,122853.0,1.0,0.0,0.0,1341.0,124194.0
2013-08-01 00:30:00,0.0,796.0,121034.0,6051.7,-6051.6760795,-6051.6760795,124227.0,121830.0,1.0,0.0,0.0,2397.0,124227.0
2013-08-01 00:30:00,0.0,792.0,121034.0,6051.7,-6051.6760795,-6051.6760795,124194.0,121826.0,1.0,0.0,0.0,2368.0,124194.0
2013-08-01 00:45:00,0.0,794.0,119982.0,5999.1,-5998.968337249998,-5999.068337249999,124227.0,120778.0,1.0,2.0,0.0,3449.0,124227.0
2013-08-01 00:45:00,0.0,790.0,119982.0,5999.1,-5998.968337249998,-5999.068337249999,124194.0,120774.0,1.0,2.0,0.0,3420.0,124194.0
2013-08-01 01:00:00,0.0,31286.0,59260.0,5926.0,-5923.460795000001,-5926.060795000001,124227.0,150172.0,2.0,52.0,314.0,33315.0,123913.0
2013-08-01 01:00:00,0.0,31179.0,59253.0,5925.3,-5923.460795000001,-5925.360795000001,124194.0,150031.0,2.0,38.0,308.0,33416.0,123886.0
2013-08-01 01:15:00,26333.0,57877.0,117358.0,5867.9,-5860.4829409999975,-5867.882940999999,183487.0,175920.0,1.0,148.0,537.0,7567.0,182950.0
2013-08-01 01:15:00,26336.0,57512.0,117429.0,5871.45,-5860.4829409999975,-5871.432940999999,183447.0,175706.0,1.0,219.0,546.0,7741.0,182901.0
2013-08-01 01:30:00,26.0,115900.0,58175.0,5817.5,-5812.346786999999,-5817.5467869999975,183487.0,232979.0,2.0,104.0,625.0,8683.0,182862.0
2013-08-01 01:30:00,39.0,115617.0,58174.0,5817.4,-5812.346786999999,-5817.496786999997,183447.0,232843.0,2.0,103.0,775.0,8778.0,182672.0
2013-08-01 01:45:00,25910.0,115968.0,115993.0,5799.65,-5799.562233000002,-5799.612233000003,241662.0,232534.0,1.0,1.0,572.0,9128.0,241090.0
2013-08-01 01:45:00,25992.0,115633.0,116043.0,5802.15,-5799.562233000002,-5802.112233000003,241621.0,232438.0,1.0,51.0,711.0,9183.0,240910.0
2013-08-01 02:00:00,25.0,130620.0,57548.0,5754.8,-5748.720079,-5754.8700789999975,241662.0,246159.0,2.0,123.0,320.0,53051.0,241342.0
2013-08-01 02:00:00,16.0,130458.0,57542.0,5754.2,-5748.720079,-5754.220079,241621.0,246059.0,2.0,110.0,407.0,53104.0,241214.0
2013-08-01 02:15:00,25626.0,130408.0,114578.0,5728.9,-5715.76904875,-5728.869048750003,299210.0,245602.0,1.0,262.0,354.0,53608.0,298856.0
2013-08-01 02:15:00,25466.0,130210.0,114619.0,5730.95,-5715.76904875,-5730.91904875,299163.0,245621.0,1.0,303.0,489.0,53542.0,298674.0
2013-08-01 02:30:00,25.0,130426.0,113611.0,5680.55,-5680.542618500002,-5680.542618500002,299210.0,244788.0,1.0,0.0,751.0,54422.0,298459.0
2013-08-01 02:30:00,16.0,130240.0,113611.0,5680.55,-5680.542618500002,-5680.542618500002,299163.0,244766.0,1.0,0.0,915.0,54397.0,298248.0
2013-08-01 02:45:00,0.0,169806.0,112668.0,5633.4,-5629.17278825,-5633.37278825,299210.0,282959.0,1.0,84.0,401.0,16251.0,298809.0
2013-08-01 02:45:00,0.0,169414.0,112815.0,5640.75,-5629.17278825,-5640.72278825,299163.0,282935.0,1.0,231.0,475.0,16228.0,298688.0
2013-08-01 03:00:00,0.0,241343.0,55932.0,5593.2,-5587.672258,-5593.272258,299210.0,353456.0,2.0,112.0,137.0,1686.0,299073.0
2013-08-01 03:00:00,0.0,240949.0,55926.0,5592.6,-5587.672258,-5592.622257999998,299163.0,353253.0,2.0,99.0,353.0,1836.0,298810.0
2013-08-01 03:15:00,24911.0,281461.0,55609.0,5560.9,-5547.457908500001,-5560.9079085,355142.0,393231.0,2.0,269.0,283.0,17520.0,354859.0
